level_2_name,level_3_name,level_4_name,level_5_name,level_2_example_attr,level_3_another_attr
HAUT LOMAMI,SONGA,KIMUNGU,KIMUNGU CENTRE DE SANTE,example,another_example
LUALABA,LUALABA,MUSOMPO 2,EDEN ESPOIR CENTRE DE SANTE,example,another_example
MONGALA,YAMONGILI,YAMBENDO,YAMBENDO CENTRE DE SANTE,example,another_example
MAINDOMBE,OSHWE,NONGEMPELA,NONGEMPELA CENTRE DE SANTE,example,another_example
NORD KIVU,MUSIENENE,BIKINDWE,BIKINDWE CENTRE DE SANTE,example,another_example
MAINDOMBE,NTANDEMBELO,MANKAKITI,MANKAKITI CENTRE DE SANTE,example,another_example
BAS UELE,BONDO,BAYE,BAYE CENTRE DE SANTE DE REFERENCE,example,another_example
MONGALA,BONGANDANGA,BOKENDA,BOKENDA CENTRE DE SANTE,example,another_example
ITURI,MAMBASA,EPULU,EPULU CENTRE DE SANTE DE REFERENCE,example,another_example
SUD UBANGI,LIBENGE,BATANGA,BATANGA CENTRE DE SANTE,example,another_example
ITURI,RIMBA,AMEE,AMEE CENTRE DE SANTE DE REFERENCE,example,another_example
TSHUAPA,WEMA,BOANGA,BOANGA CENTRE DE SANTE,example,another_example
MANIEMA,SAMBA,MALELA,MALELA CENTRE DE SANTE DE REFERENCE,example,another_example
ITURI,ARIWARA,OMUNDATSI,OMUNDATSI CENTRE DE SANTE,example,another_example
NORD UBANGI,BILI,DUGURU,DUGURU CENTRE DE SANTE,example,another_example
SANKURU,MINGA,MBALE,MBALE CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,CILUNDU,BASHINGALA,BASHINGALA CENTRE DE SANTE,example,another_example
LOMAMI,KALONDA EST,KAFUPU,KAFUKU CENTRE DE SANTE,example,another_example
HAUT KATANGA,SAKANIA,KIPILINGO,MBOFU CENTRE DE SANTE,example,another_example
KWILU,GUNGU,MULOPO,MULOPO CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,LUKELENGE,BONTE,PEUPLE CENTRE DE SANTE,example,another_example
LOMAMI,NGANDAJIKA,NGANDAJIKA C,WA KUBUILA POSTE DE SANTE,example,another_example
HAUT UELE,NIANGARA,LIPOMBO,LIPOMBO CENTRE DE SANTE,example,another_example
ITURI,BUNIA,NDIBAKODU,NDIBAKODU CENTRE DE SANTE,example,another_example
ITURI,LOGO,AMBERE,AMBERE CENTRE DE SANTE,example,another_example
LOMAMI,TSHOFA,KABUE KAKIELE,KABUE KAKIELE CENTRE DE SANTE,example,another_example
SUD UBANGI,TANDALA,BOBITO,BOBITO CENTRE DE SANTE,example,another_example
ITURI,BOGA,KYAMUJANJU,KYAMUJANJU CENTRE DE SANTE,example,another_example
LOMAMI,MAKOTA,KABWE MUZEMBE,SAINTE MARIE CENTRE DE SANTE,example,another_example
KWANGO,KAHEMBA,SHAMUKWALE,SHAMUKWALE CENTRE DE SANTE,example,another_example
KWANGO,BOKO,LONZO,LONZO MC CENTRE DE SANTE DE REFERENCE,example,another_example
KWILU,VANGA,ZABA KILUNDA,ZABA KILUNDA CENTRE DE SANTE DE REFERENCE,example,another_example
KASAI CENTRAL,BENA LEKA,BAKWA BALAIE,BAKWA BALAIE CENTRE DE SANTE,example,another_example
KINSHASA,SELEMBAO,NGAFANI,DELIVRANCE CENTRE DE SANTE,example,another_example
HAUT KATANGA,LUBUMBASHI,KAMAIBWE,UNDUKU CENTRE DE SANTE,example,another_example
KINSHASA,BANDALUNGWA,LUBUDI NORD,NDEKO BASILE CENTRE DE SANTE,example,another_example
TSHUAPA,BOKUNGU,EKOFO,EKOFO CENTRE DE SANTE,example,another_example
BAS UELE,TITULE,ANDOMA,ANDOMA CENTRE DE SANTE,example,another_example
TSHOPO,WANIERUKULA,KAYETE,KAYETE CENTRE DE SANTE,example,another_example
KASAI,NDJOKO MPUNDA,MUKANGA,MALENGA CENTRE DE SANTE,example,another_example
HAUT KATANGA,LUBUMBASHI,KASAPA 1,CRISEM CENTRE DE SANTE,example,another_example
ITURI,LOGO,ALAGI,ALAGI CENTRE DE SANTE,example,another_example
TSHOPO,YAKUSU,YALOTCHA,YALOTCHA CENTRE DE SANTE,example,another_example
NORD KIVU,BINZA,NYAMILIMA,NYAMILIMA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,DEMBA,DEMBA CITE,DEMBA CITE CENTRE DE SANTE,example,another_example
TSHOPO,OPALA,LOHUMONOKO,LOHUMONOKO CENTRE DE SANTE,example,another_example
MANIEMA,LUBUTU,SANZASILI,SANZASILI CENTRE DE SANTE,example,another_example
ITURI,GETY,KABONA,KABONA CENTRE DE SANTE,example,another_example
TSHUAPA,BOENDE,BONGOY,BONGOY CENTRE DE SANTE,example,another_example
KWILU,VANGA,KITABI,KITABI CENTRE DE SANTE,example,another_example
BAS UELE,GANGA,GANGA,GANGA CENTRE DE SANTE DE REFERENCE,example,another_example
TANGANYIKA,KONGOLO,VILLE,VILLE CENTRE DE SANTE,example,another_example
EQUATEURS,IBOKO,BOKONDO BUNA,BOKONDO BUNA CENTRE DE SANTE,example,another_example
KWILU,DJUMA,DJUMA MC,DJUMA CENTRE DE SANTE,example,another_example
KASAI,TSHIKAPA,KASANJI,KASANJI CENTRE DE SANTE,example,another_example
ITURI,NYANKUNDE,NYANKUNDE,NYANKUNDE CENTRE DE SANTE,example,another_example
MONGALA,LOLO,YEWULU,YEWULU CENTRE DE SANTE,example,another_example
KASAI,KAMONIA,KABILENGU,MUASUMBULA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,MUKANGA,SHELE,SHELE CENTRE DE SANTE,example,another_example
MAINDOMBE,BOLOBO,BODZO,BODZO CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KWILU NGONGO,LUKALA,LUKALA CITE CENTRE DE SANTE,example,another_example
HAUT LOMAMI,BUTUMBA,MISSA,MISSA CENTRE DE SANTE,example,another_example
KINSHASA,MONT NGAFULA 2,DUMEZ,KIN DIAGNOSTIQUE CENTRE DE SANTE,example,another_example
KONGO CENTRAL,BOMA BUNGU,KM 8B,KM 8B CENTRE DE SANTE,example,another_example
LUALABA,KASAJI,TSHILEMU,TSHILEMU CENTRE DE SANTE,example,another_example
LOMAMI,KABINDA,NGOMBE NYAMA,NGOMBE CENTRE DE SANTE,example,another_example
KINSHASA,MASINA 2,LOKARI,LUMIERE CENTRE DE SANTE,example,another_example
SUD UBANGI,BOGOSENUBEA,KOGBA,KOGBA CENTRE DE SANTE,example,another_example
KASAI,KITANGWA,MUKALA,MUKALA CENTRE DE SANTE,example,another_example
ITURI,GETY,KAZANA,KAZANA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,BILOMBA,NZUJI KALAMBA,NZUJI KALAMBA CENTRE DE SANTE,example,another_example
SUD KIVU,MUBUMBANO,CIHUSI ETAT,CIHUSI CENTRE DE SANTE,example,another_example
MAINDOMBE,BANZOW MOKE,NTANDEMPENGE,NTANDEMPENGE CENTRE DE SANTE DE REFERENCE,example,another_example
KWILU,KIKWIT NORD,KAWELE,KAWELE MABETE CENTRE DE SANTE,example,another_example
MANIEMA,TUNDA,ONGERI,ONGERI CENTRE DE SANTE DE REFERENCE,example,another_example
HAUT KATANGA,RUASHI,KIJIBA,PATIENCE1 CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KABONGO,KAMALONDO,KAMALONDO CENTRE DE SANTE,example,another_example
KWILU,BULUNGU,NGWARI NGWARI,NGWARI NGWARI CENTRE DE SANTE,example,another_example
KASAI CENTRAL,LUAMBO,MUANGALA NGOMA,MUANGALA NGOMA CENTRE DE SANTE,example,another_example
TANGANYIKA,MOBA,SELEMBE,SELEMBE CENTRE DE SANTE,example,another_example
LOMAMI,NGANDAJIKA,LUSAMBO,LUSAMBO CENTRE DE SANTE,example,another_example
TSHUAPA,MOMPONO,LIFANGA 2,LIFANGA 2 CENTRE DE SANTE,example,another_example
ITURI,RETHY,RETHY,RETHY CENTRE DE SANTE,example,another_example
HAUT UELE,BOMA MANGBETU,BAVAMASIA,BAVAMASIA CENTRE DE SANTE,example,another_example
KASAI,TSHIKAPA,TITE,ERMECO CENTRE DE SANTE,example,another_example
TANGANYIKA,MANONO,SHINDANO,MBUDJI POSTE DE SANTE,example,another_example
HAUT KATANGA,LIKASI,SNCC,SNCC HOPITAL GENERAL DE REFERENCE,example,another_example
HAUT LOMAMI,KAMINA,Q BASE,LUPANDILO CENTRE DE SANTE,example,another_example
BAS UELE,POKO,POKO CENTRE,POKO CENTRE CENTRE DE SANTE,example,another_example
MONGALA,YAMONGILI,BONGOLU,BONGOLU CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KISANTU,KINTANU 2,CERPHYTOCO CENTRE DE SANTE,example,another_example
KWILU,MOKALA,BIPISIR,BIPISIR CENTRE DE SANTE,example,another_example
NORD KIVU,OICHA,TENAMBO,TENAMBO CENTRE DE SANTE,example,another_example
TSHOPO,ISANGI,ILAMBI,ILAMBI CENTRE DE SANTE,example,another_example
NORD KIVU,MABALAKO,MALESE,MALESE CENTRE DE SANTE,example,another_example
KWANGO,FESHI,MBUMBA,MBUMBA CENTRE DE SANTE DE REFERENCE,example,another_example
KASAI ORIENTAL,TSHILENGE,NKUADI,NKUADI CENTRE DE SANTE,example,another_example
NORD KIVU,KARISIMBI,MURARA,MURARA CENTRE DE SANTE,example,another_example
TSHOPO,MAKISO KISANGANI,LIBOTA,LIBOTA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,SEKE BANZA,MBATA SIALA,MBATA SIALA CENTRE DE SANTE,example,another_example
MONGALA,BUMBA,PENZEKENI,PENZEKENI CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,MUKUMBI,MIBALE,MIBALE CENTRE DE SANTE,example,another_example
KINSHASA,KISENSO,LIBERATION,LIBERATION CENTRE DE SANTE,example,another_example
KWILU,MOKALA,PIO PIO 2,PIO PIO 2 CENTRE DE SANTE,example,another_example
NORD KIVU,RUTSHURU,KIWANJA,KIWANJA CENTRE DE SANTE,example,another_example
ITURI,MONGBWALU,YEDI,YEDI CENTRE DE SANTE DE REFERENCE,example,another_example
HAUT KATANGA,KAPOLOWE,LWISHA 1,LWISHA CENTRE DE SANTE,example,another_example
TSHUAPA,BUSANGA,ESONGO,ESONGO  CENTRE DE SANTE,example,another_example
TSHUAPA,BUSANGA,ISAMA,ISAMA  CENTRE DE SANTE,example,another_example
KONGO CENTRAL,MBANZA NGUNGU,NGUNGU,ETAT NGUNGU CENTRE DE SANTE,example,another_example
HAUT UELE,DORUMA,BANGADI,BANGADI CENTRE HOSPITALIER,example,another_example
SUD UBANGI,BANGABOLA,BOKALAKITI,BOKALAKITI CENTRE DE SANTE,example,another_example
KINSHASA,SELEMBAO,MADIATA,KITOKIMOSI CENTRE DE SANTE DE REFERENCE,example,another_example
KWILU,BAGATA,BAGATA 2,BAGATA 2 CENTRE DE SANTE,example,another_example
KINSHASA,KOKOLO,ANCIENS COMBATTANTS,ANCIENS COMBATTANTS HOPITAL,example,another_example
KWANGO,KAHEMBA,SHAKUFWA,SHAKUFWA CENTRE DE SANTE DE REFERENCE,example,another_example
KWILU,BAGATA,WUBA,WUBA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KABONDO DIANDA,KIZANGA 1,KIZANGA1 CENTRE DE SANTE,example,another_example
KWANGO,MWELA LEMBWA,KIMFUSA,KIMFUSA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,MANGEMBO,KINSUMBU,KINSUMBU CENTRE DE SANTE,example,another_example
KINSHASA,MALUKU 1,KINGANKATI,KINGAKATI CENTRE DE SANTE,example,another_example
KONGO CENTRAL,NZANZA,NZANZA,ETAT NZANZA CENTRE DE SANTE,example,another_example
KWANGO,TEMBO,KINKOLE,KINKOLE CENTRE DE SANTE DE REFERENCE,example,another_example
HAUT KATANGA,RUASHI,DU MARCHE,UWEZO CENTRE DE SANTE,example,another_example
TSHOPO,UBUNDU,BABUSOKO,BABUSOKO CENTRE DE SANTE,example,another_example
HAUT KATANGA,SAKANIA,HEWA BORA,PERE CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,TSHILENGE,NKUSU,NKUSU CENTRE DE SANTE,example,another_example
KWILU,LUSANGA,TANGO NGOMENA,TANGO NGOMENA CENTRE DE SANTE,example,another_example
BAS UELE,VIADANA,KAVIO,CECCA16 CENTRE DE SANTE,example,another_example
SUD UBANGI,BOTO,BOSENDUNI,BOSENDUNI CENTRE DE SANTE,example,another_example
NORD KIVU,RWANGUBA,KAZUBA,KAZUBA CENTRE DE SANTE,example,another_example
KWANGO,KENGE,BOSENGE,BOSENGE CENTRE DE SANTE,example,another_example
SUD KIVU,KITUTU,KAZUZA,KAZUZA CENTRE DE SANTE,example,another_example
KASAI,MUSHENGE,LODI,LODI CENTRE DE SANTE,example,another_example
ITURI,NYANKUNDE,IRUMU,IRUMU CENTRE DE SANTE,example,another_example
TSHUAPA,MOMPONO,YAKAA,YAKAA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KIBUNZI,KINZOLANI,KINZOLANI CENTRE DE SANTE DE REFERENCE,example,another_example
KONGO CENTRAL,KIMPESE,MALANGA,MALANGA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,BOMA BUNGU,KANZI,KONZO CENTRE DE SANTE,example,another_example
TSHUAPA,MONDOMBE,YALUSAKA,YALUSAKA CENTRE DE SANTE DE REFERENCE,example,another_example
KINSHASA,MONT NGAFULA 1,PLATEAUX,BOLINGO CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KIZU,KIZU,NATIVITE CENTRE MEDICAL,example,another_example
KONGO CENTRAL,NGIDINGA,ZOMFI,ZOMFI CENTRE DE SANTE,example,another_example
KWANGO,KIMBAO,IMBUKU,IMBUKU CENTRE DE SANTE,example,another_example
MANIEMA,KAILO,LUBELENGE,LUBAO1 POSTE DE SANTE,example,another_example
HAUT KATANGA,KISANGA,MUNGOTSHI,EMMAUS CENTRE DE SANTE,example,another_example
EQUATEURS,MAMPOKO,MAMPOKO,MAMPOKO CENTRE DE SANTE,example,another_example
NORD KIVU,KAMANGO,KAHONDO,KAHONDO CENTRE DE SANTE,example,another_example
ITURI,MONGBWALU,PLUTO,PLUTO CENTRE DE SANTE,example,another_example
KASAI CENTRAL,KATENDE,MUNKAMBA,MUNKAMBA CENTRE DE SANTE DE REFERENCE,example,another_example
MAINDOMBE,NTANDEMBELO,BOYANGA,BOYANGA CENTRE DE SANTE,example,another_example
NORD UBANGI,YAKOMA,NGALO,NGALO CENTRE DE SANTE,example,another_example
TSHOPO,MAKISO KISANGANI,MOKELA,MOKELA CENTRE DE SANTE,example,another_example
TSHOPO,MAKISO KISANGANI,VILLE,VILLE CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,KASANSA,NSANGU,NSANGU CENTRE DE SANTE,example,another_example
TSHUAPA,MONDOMBE,YALIKUNGU,YALIKUNGU CENTRE DE SANTE,example,another_example
KONGO CENTRAL,TSHELA,NGANDA MBEMBA,NGANDA MBEMBA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,BOBOZO,CHUTTE KATENDE,CHUTTE CENTRE DE SANTE,example,another_example
TSHOPO,MAKISO KISANGANI,LIBOTA,KETELE POSTE DE SANTE,example,another_example
MAINDOMBE,NTANDEMBELO,IKENZE,IKENZE CENTRE DE SANTE,example,another_example
LOMAMI,NGANDAJIKA,KASEKI,KASEKI CENTRE DE SANTE,example,another_example
SUD UBANGI,MAWUYA,KALA,KALA CENTRE DE SANTE DE REFERENCE,example,another_example
HAUT KATANGA,KILWA,NSONGA,NSONGA CENTRE DE SANTE,example,another_example
NORD KIVU,BAMBO,REBERO,REBERO CENTRE DE SANTE,example,another_example
TSHUAPA,BOENDE,EKONDA,EKONDA CENTRE DE SANTE,example,another_example
KASAI,KANZALA,TSHIBEMBA,COMMUNAUTAIRE CENTRE DE SANTE DE REFERENCE,example,another_example
SANKURU,LOMELA,IMPEMBE,IMPEMBE CENTRE DE SANTE,example,another_example
HAUT LOMAMI,LWAMBA,LUBINDA,LUBINDA CENTRE DE SANTE,example,another_example
SUD UBANGI,ZONGO,WENZE,WENZE CENTRE DE SANTE,example,another_example
KINSHASA,MASINA 1,MFUMU NSUKA 2,PERSEVERANCE CENTRE DE SANTE,example,another_example
KWANGO,KASONGO LUNDA,MADIADIA,MADIADIA CENTRE DE SANTE,example,another_example
HAUT KATANGA,LIKASI,MISSION,GRACE CENTRE HOSPITALIER,example,another_example
NORD UBANGI,LOKO,BOTETENZA,BOTETENZA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,NZANZA,ZOLA NSIAKU,ZOLA NSIAKU CENTRE DE SANTE DE REFERENCE,example,another_example
KASAI ORIENTAL,TSHISHIMBI,TSHIBOMBO,TSHIBOMBO CENTRE DE SANTE,example,another_example
ITURI,ADJA,ABUGURU,ABUGURU CENTRE DE SANTE,example,another_example
TANGANYIKA,ANKORO,KIBAO,KIBAO CENTRE DE SANTE,example,another_example
ITURI,BIRINGI,RUNGU,RUNGU CENTRE DE SANTE,example,another_example
KWANGO,KITENDA,KIMBWASA,KIMBWASA CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,CITENGE,BULOBA,BULOBA CENTRE DE SANTE,example,another_example
LOMAMI,TSHOFA,KOLOBEYI,KOLOBEYI CENTRE DE SANTE,example,another_example
HAUT KATANGA,RUASHI,ORPHELINAT,HERBRON CENTRE DE SANTE,example,another_example
SUD UBANGI,ZONGO,PILOTE,PILOTE CENTRE DE SANTE,example,another_example
HAUT KATANGA,RUASHI,KIZANGA,SOUFLE DE VIE CENTRE DE SANTE,example,another_example
NORD KIVU,KARISIMBI,ALBERT BARTHEL,ALBERT BARTHEL CENTRE DE SANTE,example,another_example
KASAI,KALONDA OUEST,TSHIBINDA 2,KIMBANGUISTE CENTRE DE SANTE,example,another_example
LOMAMI,KALONDA EST,MBENDELE,MBENDELE CENTRE DE SANTE,example,another_example
SUD UBANGI,GEMENA,BOYAMBI,BOYAMBI CENTRE DE SANTE,example,another_example
MANIEMA,LUSANGI,KALIBONDA,KALIBONDA CENTRE DE SANTE,example,another_example
TSHOPO,WANIERUKULA,MADULA,MADULA CENTRE DE SANTE,example,another_example
EQUATEURS,DJOMBO,BOSO EBONGA,BOSO EBONGA CENTRE DE SANTE,example,another_example
LUALABA,KANZENZE,TSHALA 2,BUMI CENTRE DE SANTE,example,another_example
HAUT UELE,NIANGARA,LIPOMBO,MANGEKA POSTE DE SANTE,example,another_example
TANGANYIKA,KALEMIE,MAYI BARIDI,MAYI BARIDI CENTRE DE SANTE,example,another_example
HAUT UELE,WATSA,DURBA,DURBA CENTRE DE SANTE,example,another_example
KASAI,MWEKA,MARECHAL,MARECHAL CENTRE DE SANTE,example,another_example
NORD KIVU,KIROTSHE,BISHANGE,BISHANGE CENTRE DE SANTE,example,another_example
MONGALA,LISALA,ANTENNE,KIMBANGUISTE CENTRE DE SANTE,example,another_example
TANGANYIKA,KIAMBI,NKONKOLE,NKONKOLE CENTRE DE SANTE,example,another_example
TSHUAPA,MONDOMBE,YAMBILI,YAMBILI CENTRE DE SANTE,example,another_example
SUD UBANGI,KUNGU,BOSO NDONGO,BOSO NDONGO CENTRE DE SANTE,example,another_example
KASAI,KAKENGE,KAKENGE CENTRE,PILOTE CENTRE DE SANTE,example,another_example
HAUT KATANGA,LUKAFU,LUBANDA,LUBANDA CENTRE DE SANTE DE REFERENCE,example,another_example
MANIEMA,KAMPENE,MABIKWA,MABIKWA CENTRE DE SANTE,example,another_example
KASAI,MUSHENGE,DOMIONGO 3,DOMIONGO 3 CENTRE DE SANTE,example,another_example
TANGANYIKA,MANONO,KAMINA LENGE,KAMINA LENGE CENTRE DE SANTE,example,another_example
HAUT KATANGA,MUFUNGA SAMPWE,DIKULWE,MUKOMBWE CENTRE DE SANTE,example,another_example
KASAI,MUTENA,TSHISENGE,27E CMCO CENTRE DE SANTE,example,another_example
KASAI CENTRAL,LUKONGA,DIBOKO,DIBOKO CENTRE DE SANTE,example,another_example
TSHOPO,YALEKO,ETONGA,ETONGA CENTRE DE SANTE,example,another_example
SANKURU,MINGA,OHALE,OHALE CENTRE DE SANTE,example,another_example
HAUT LOMAMI,KANIAMA,KIMPANGA,KIMPANGA CENTRE DE SANTE DE REFERENCE,example,another_example
SUD KIVU,KITUTU,ESPOIR,ESPOIR CENTRE DE SANTE,example,another_example
KASAI,ILEBO,BENA MULUMBA,BUKAKA POSTE DE SANTE,example,another_example
SUD UBANGI,BANGABOLA,BOSO KUPE,BOSO KUPE CENTRE DE SANTE,example,another_example
KASAI,MIKOPE,DOMAY KASHOSHO,DOMAY KASHOSHO CENTRE DE SANTE,example,another_example
TSHUAPA,LINGOMO,LIFANGA,LIFANGA CENTRE DE SANTE,example,another_example
SANKURU,WEMBO NYAMA,ODUKU,ODUKU CENTRE DE SANTE,example,another_example
TSHOPO,OPALA,LOMAMI,LOMAMI CENTRE DE SANTE,example,another_example
MAINDOMBE,OSHWE,BAYELO,BAYELO CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KUIMBA,TSANGA NORD,TSANGA NORD CENTRE DE SANTE DE REFERENCE,example,another_example
BAS UELE,BONDO,LAKPA,LAKPA CENTRE DE SANTE,example,another_example
KASAI,KAMWESHA,MASANGU ANAYI,MASANGU ANAYI CENTRE DE SANTE,example,another_example
NORD KIVU,KATOYI,BUKUMBIRIRE,BUKUMBIRIRE CENTRE DE SANTE,example,another_example
KASAI,MWEKA,BAKATOMBI,BAKATOMBI CENTRE DE SANTE,example,another_example
LOMAMI,KABINDA,KEMAYI,KEMAYI CENTRE DE SANTE,example,another_example
KONGO CENTRAL,MASSA,MARIAL,MARIAL CENTRE HOSPITALIER,example,another_example
KASAI,NDJOKO MPUNDA,TSHIKUMA,KADIADIA ETAT POSTE DE SANTE,example,another_example
TSHOPO,MANGOBO,FAMILLE,FAMILLE CENTRE DE SANTE,example,another_example
KWILU,MOKALA,LONGWAMA,LONGWAMA CENTRE DE SANTE,example,another_example
TSHUAPA,BOENDE,BOENDE MOKE,BOENDE MOKE CENTRE DE SANTE,example,another_example
KASAI CENTRAL,DEMBA,BENA KASASE,BENA KASASE CENTRE DE SANTE,example,another_example
SANKURU,KATAKO KOMBE,ONGENGE,ONGENGE CENTRE DE SANTE,example,another_example
KASAI ORIENTAL,NZABA,PMKO,ESPOIR CENTRE DE SANTE,example,another_example
NORD KIVU,ALIMBONGO,ITUNDWE,ITUNDWE ETAT CENTRE DE SANTE,example,another_example
KWILU,VANGA,MOLIAMBO,MOLIAMBO CENTRE DE SANTE,example,another_example
MAINDOMBE,PENDJWA,PENDJWA,PENDJWA CENTRE DE SANTE,example,another_example
LUALABA,KAFAKUMBA,KALOMBO,KALOMBO CENTRE DE SANTE,example,another_example
KASAI,DEKESE,MVUSENGANDO,MVUSENGANDO CENTRE DE SANTE,example,another_example
HAUT KATANGA,KIPUSHI,KAWAMA,KAWAMA CENTRE DE SANTE,example,another_example
SUD UBANGI,BANGABOLA,BOSIMBA,BOSIMBA CENTRE DE SANTE,example,another_example
KASAI CENTRAL,YANGALA,MUDIMA,MUDIMA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,LWAMBA,KAYASHINGO,KAYASHINGO CENTRE DE SANTE,example,another_example
KASAI CENTRAL,DEMBA,BAKUA MBUYI,BAKUA MBUYI CENTRE DE SANTE,example,another_example
SUD UBANGI,KUNGU,BOLEMO,BOLEMO CENTRE DE SANTE,example,another_example
SUD UBANGI,BOGOSENUBEA,BODOKOLA,BODOKOLA CENTRE DE SANTE,example,another_example
MAINDOMBE,BOLOBO,BIANGALA,BIANGALA CENTRE DE SANTE,example,another_example
EQUATEURS,WANGATA,ARTISANAL,PAPA KOSOLOKELE CENTRE DE SANTE,example,another_example
KONGO CENTRAL,VAKU,KHAMI,KHAMI CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KISANTU,KIPASA,KIPASAL CENTRE DE SANTE,example,another_example
MONGALA,PIMU,NGONZI RIVE,NGONZI RIVE CENTRE DE SANTE,example,another_example
MONGALA,LISALA,BOBILA,BOBILA CENTRE DE SANTE,example,another_example
EQUATEURS,IREBU,IREBU,NKAMBA CENTRE DE SANTE,example,another_example
HAUT UELE,DUNGU,KOSA,KOSA CENTRE DE SANTE,example,another_example
HAUT KATANGA,KISANGA,KILIMASIMBA 1,KILIMASIMBA CENTRE DE SANTE DE REFERENCE,example,another_example
KONGO CENTRAL,KINKONZI,KIOBO NGOYI,KIOBO NGOYI CENTRE DE SANTE DE REFERENCE,example,another_example
KASAI,MIKOPE,LENGA,LENGA CENTRE DE SANTE,example,another_example
KASAI,ILEBO,KASAVUBU,KASAVUBU CENTRE DE SANTE,example,another_example
KWILU,LUSANGA,TANGO MANGO,TANGO MANGO CENTRE DE SANTE,example,another_example
MAINDOMBE,BOSOBE,SEBIE,SEBIE CENTRE DE SANTE,example,another_example
MONGALA,BINGA,LIBENGE,LIBENGE CENTRE DE SANTE,example,another_example
NORD UBANGI,KARAWA,KARAWA URBAIN,KARAWA URBAIN CENTRE DE SANTE,example,another_example
ITURI,NYANKUNDE,TUMBIABO,TUMBIABO CENTRE DE SANTE,example,another_example
HAUT LOMAMI,LWAMBA,KIKOSE,KIKOSE CENTRE DE SANTE,example,another_example
SANKURU,LOMELA,MUKUMARI,MUKUMARI CENTRE DE SANTE,example,another_example
KASAI,TSHIKAPA,KATSHONGO,KATSHONGO CENTRE DE SANTE,example,another_example
SANKURU,VANGA KETE,OKOLO,OKOLO CENTRE DE SANTE,example,another_example
NORD UBANGI,BILI,SIDI,SIDI CENTRE DE SANTE,example,another_example
KASAI,KITANGWA,MBUAMBUA,MBUAMBUA CENTRE DE SANTE,example,another_example
TSHUAPA,LINGOMO,BOSENGE,BOSENGE CENTRE DE SANTE,example,another_example
KASAI,KALONDA OUEST,KAMULONDA,KAMULONDA CENTRE DE SANTE,example,another_example
EQUATEURS,MBANDAKA,MAMBENGA 2,CROIX ROUGE CENTRE DE SANTE,example,another_example
TANGANYIKA,KALEMIE,MCHUNGAJI MWEMA,MCHUNGAJI MWEMA CENTRE DE SANTE,example,another_example
NORD KIVU,LUBERO,VULAMBO,VULAMBO CENTRE DE SANTE,example,another_example
KONGO CENTRAL,SONA BATA,NTAMPA,NTAMPA CENTRE DE SANTE,example,another_example
HAUT LOMAMI,BUTUMBA,KILUMBE I,KILUMBE I CENTRE DE SANTE DE REFERENCE,example,another_example
ITURI,TCHOMIA,NYAMUSASI,NYAMUSASI CENTRE DE SANTE,example,another_example
SUD UBANGI,TANDALA,BOMBAKABO,BOMBAKABO CENTRE DE SANTE,example,another_example
MANIEMA,ALUNGULI,MANGOBO,MANGOBO CENTRE DE SANTE,example,another_example
HAUT KATANGA,MITWABA,KIBULA,KIBULA 1 CENTRE DE SANTE,example,another_example
KINSHASA,KALAMU 2,YOLO SUD 2,CHPKA CENTRE HOSPITALIER,example,another_example
KWILU,MOKALA,MOKALA,MOKALA CENTRE DE SANTE,example,another_example
KASAI,KANZALA,SAMI 2,KANZA CENTRE DE SANTE,example,another_example
KONGO CENTRAL,KIZU,TUIDI,TUIDI CENTRE DE SANTE,example,another_example
MANIEMA,LUBUTU,NDEKA,NDEKA CENTRE DE SANTE,example,another_example
ITURI,ANGUMU,DABU,DABU CENTRE DE SANTE,example,another_example
HAUT LOMAMI,MUKANGA,KYOLO 2,KYOLO 2 CENTRE DE SANTE,example,another_example
ITURI,RWAMPARA,BOGORO,BOGORO CENTRE DE SANTE,example,another_example
ITURI,RETHY,ABORO,ABORO CENTRE DE SANTE,example,another_example
HAUT KATANGA,KAMPEMBA,KAFWEMBE 2,AMANI CENTRE DE SANTE,example,another_example
KWILU,BANDUNDU,LWANI NOUVELLE CITE,LWANI NOUVELLE CITE CENTRE DE SANTE,example,another_example
